571,685,187,701,"(0, 376)"
572,568,258,276,"(0, 376)"
573,640,47,335,"(0, 376)"
574,95,717,601,"(0, 376)"
575,148,159,124,"(0, 376)"
576,381,59,426,"(0, 376)"
577,510,195,57,"(0, 376)"
578,707,239,377,"(0, 376)"
579,22,245,242,"(0, 376)"
580,119,398,326,"(0, 376)"
581,415,599,371,"(0, 376)"
582,420,67,22,"(0, 376)"
583,600,204,388,"(0, 376)"
584,486,178,232,"(0, 376)"
585,708,169,132,"(0, 376)"
586,3,591,104,"(0, 376)"
587,227,621,596,"(0, 376)"
588,576,715,83,"(0, 376)"
589,29,126,476,"(0, 376)"
590,120,5,526,"(0, 376)"
591,30,144,561,"(0, 376)"
592,382,86,567,"(0, 376)"
593,238,233,495,"(0, 376)"
594,152,341,362,"(0, 376)"
595,414,578,652,"(0, 376)"
596,146,461,659,"(0, 376)"
597,706,62,161,"(0, 376)"
598,154,373,9,"(0, 376)"
599,297,720,570,"(0, 376)"
600,236,153,315,"(0, 376)"
601,461,586,589,"(0, 376)"
602,422,262,208,"(0, 376)"
603,286,426,201,"(0, 376)"
604,636,32,300,"(0, 376)"
605,467,267,352,"(0, 376)"
606,329,581,731,"(0, 376)"
607,20,570,240,"(0, 376)"
608,258,657,595,"(0, 376)"
609,501,261,288,"(0, 376)"
610,555,605,297,"(0, 376)"
611,160,212,250,"(0, 376)"
612,49,687,507,"(0, 376)"
613,526,372,714,"(0, 376)"
614,118,34,118,"(0, 376)"
615,390,364,354,"(0, 376)"
616,557,473,515,"(0, 376)"
617,375,466,608,"(0, 376)"
618,571,392,341,"(0, 376)"
619,362,729,78,"(0, 376)"
620,628,131,717,"(0, 376)"
621,37,487,380,"(0, 376)"
622,421,269,527,"(0, 376)"
623,397,381,69,"(0, 376)"
624,149,41,274,"(0, 376)"
625,199,508,668,"(0, 376)"
626,586,432,310,"(0, 376)"
627,52,19,138,"(0, 376)"
628,27,710,731,"(0, 376)"
629,376,229,636,"(0, 376)"
630,598,650,693,"(0, 376)"
631,443,339,398,"(0, 376)"
632,164,272,76,"(0, 376)"
633,275,253,643,"(0, 376)"
634,194,584,480,"(0, 376)"
635,566,597,423,"(0, 376)"
636,541,696,90,"(0, 376)"
637,606,52,405,"(0, 376)"
638,15,173,33,"(0, 376)"
639,176,12,516,"(0, 376)"
640,262,291,735,"(0, 376)"
641,569,540,274,"(0, 376)"
642,392,671,193,"(0, 376)"
643,68,198,429,"(0, 376)"
644,573,695,170,"(0, 376)"
645,406,423,616,"(0, 376)"
646,677,547,299,"(0, 376)"
647,490,735,705,"(0, 376)"
648,308,254,247,"(0, 376)"
649,511,270,589,"(0, 376)"
650,660,501,155,"(0, 376)"
651,88,484,590,"(0, 376)"
652,618,683,343,"(0, 376)"
653,630,440,294,"(0, 376)"
654,447,354,598,"(0, 376)"
655,77,318,672,"(0, 376)"
656,563,480,495,"(0, 376)"
657,612,66,537,"(0, 376)"
658,560,367,629,"(0, 376)"
659,412,402,722,"(0, 376)"
660,509,335,337,"(0, 376)"
661,446,317,181,"(0, 376)"
662,504,612,588,"(0, 376)"
663,609,26,312,"(0, 376)"
664,633,380,155,"(0, 376)"
665,535,465,181,"(0, 376)"
666,581,648,138,"(0, 376)"
667,345,470,441,"(0, 376)"
668,104,583,574,"(0, 376)"
669,723,201,746,"(0, 376)"
670,368,43,322,"(0, 376)"
671,121,329,369,"(0, 376)"
672,735,678,709,"(0, 376)"
673,695,205,590,"(0, 376)"
674,426,280,504,"(0, 376)"
675,730,161,1,"(0, 376)"
676,7,639,408,"(0, 376)"
677,107,296,245,"(0, 376)"
678,337,623,704,"(0, 376)"
679,326,513,610,"(0, 376)"
680,567,299,568,"(0, 376)"
681,292,102,631,"(0, 376)"
682,378,92,145,"(0, 376)"
683,724,637,301,"(0, 376)"
684,139,660,257,"(0, 376)"
685,579,386,679,"(0, 376)"
686,458,600,441,"(0, 376)"
687,482,416,380,"(0, 376)"
688,65,54,620,"(0, 376)"
689,533,157,55,"(0, 376)"
690,505,279,668,"(0, 376)"
691,604,302,460,"(0, 376)"
692,428,389,605,"(0, 376)"
693,462,522,282,"(0, 376)"
694,66,79,418,"(0, 376)"
695,704,628,602,"(0, 376)"
696,682,378,172,"(0, 376)"
697,369,603,164,"(0, 376)"
698,245,93,120,"(0, 376)"
699,78,734,199,"(0, 376)"
700,408,510,322,"(0, 376)"
701,477,217,504,"(0, 376)"
702,627,139,338,"(0, 376)"
703,513,180,408,"(0, 376)"
704,117,742,677,"(0, 376)"
705,50,256,342,"(0, 376)"
706,745,531,557,"(0, 376)"
707,105,731,222,"(0, 376)"
708,233,237,728,"(0, 376)"
709,274,490,544,"(0, 376)"
710,172,556,120,"(0, 376)"
711,113,197,644,"(0, 376)"
712,577,39,402,"(0, 376)"
713,251,629,206,"(0, 376)"
714,223,285,655,"(0, 376)"
715,333,207,536,"(0, 376)"
716,574,331,384,"(0, 376)"
717,658,57,419,"(0, 376)"
718,620,582,15,"(0, 376)"
719,171,121,712,"(0, 376)"
720,400,667,180,"(0, 376)"
